customer_id,name,phone,email,grade,lead_source,interest_type,signup_date,region,budget_10k_krw,status
C00564,신예준,010-3675-7554,user564@example.com,VIP,전화문의,102A,2025-12-05,인천,71000,활성
C00309,윤소율,010.7802.2728,user309@example.com,vip,블로그 ,102A,2026/07/04,전북,-1,활성
C00233,서은서,010-3953-2775,user233@example.com,VIP,블로그,114A,2024-02-14,경남,999999,휴면
C00397,송유진,01071098347,user397@example.com,신규,전화문의,59A,2024-07-16,경북,85000,활성
C00480,홍건우,010-4103-8796,,VIP,Blog,59B,05-26-2024,경북,42000,이탈
C00348,송지우,010-5011-3806,user348@example.com,일반,광고(네이버),74A,20260802,경기,42000,휴면
C00240,홍주원,010.8488.4122,user240@example.com,VIP,SNS,59A,20261119,경북,999999,이탈
C00151,박민준,010-2674-3170,박민준@example.com,VIP,SNS,84A,2026-09-17,서울,999999,이탈
C00503,조채원,01014864262,user503@example.com,일반,지인소개,59B,2025-12-06,울산,58000,활성
C00179,김소율,,user179@example.com,VIP,SNS,84B,2025-11-23,전남,95000,휴면
C00350,박가은,010-6085-8625,박가은@example.com,일반,방문,59B,2026-05-12,충북,85000,휴면
C00514,오지우,010.9808.5909,user514@example.com,관심고객,블로그,84B,2024-03-05,충북,999999,이탈
C00247,전건우,010-4170-5819,전건우@example.com,VIP,광고,59B,2024/12/17,전남,71000,이탈
C00367,조다은,010-9972-1173,user367@example.com,일반 ,광고,59A,20250217,충남,63000,활성
C00476,최수아,010.7086.5995,,일반,전화문의,84A,2024-03-05,전남,35000,활성
C00418,김도윤,010-1438-3934,김도윤@example.com,관심고객,온라인전시관,59B,2025/10/20,제주,120000,휴면
C00366,안선우,010.6797.8074,안선우@example.com,일반,전화문의,74A,2024-05-21,경북,63000,이탈
C00113,황나윤,01092818491,,일반,광고(네이버),74A,2024-01-10,경남,71000,이탈
C00162,박소율 ,010-3666-9873,user162@example.com,VIP,전화문의,102A,2025-09-21,전북,999999,휴면
C00168,오태윤,01032814385,오태윤@example.com, 일반,블로그,84B,2025-09-09,대전,85000,활성
C00440,최지호,010-5361-5717,최지호@example.com,일반,지인소개,84A,2024-10-07,강원,63000,휴면
C00112,정도윤,01078505067,user112@example.com,일반 ,온라인전시관,84B,2026-06-07,경남,-1,휴면
C00501,전소율,010-3658-2717,전소율@example.com,VVIP,블로그,84A,2024/01/21,경북,999999,활성
C00187,임도윤,010.1981.3332,user187@example.com,VIP,블로그,59B,2026-07-23,경북,42000,이탈
C00111,조지우,01066587532,user111@example.com, 일반,온라인전시관,84B,2026/02/11,세종,120000,활성
C00396,홍승우,01038733514,user396@example.com,일반,광고,59A,2025-10-05,충남,58000,활성
C00263,정시윤,010-8989-4796,정시윤@example.com,일반,온라인전시관,59B,2024-11-07,충남,95000,휴면
C00453,임소율,010-2763-9366,user453@example.com,일반,광고,84A,2026-12-19,충남,71000,이탈
C00511,최도윤,010.4221.6394,,일반,전화문의,59B,2026-10-05,세종,35000,활성
C00374,서나윤,01081754104,user374@example.com,VIP,방문,59A,2026-10-08,인천,-1,활성
C00016,강서연,010-2113-4853,강서연@example.com,VIP,광고(네이버),59B,2026-10-02,전남,999999,이탈
C00187,임도윤,01045333307,user187@example.com,VIP,블로그,59B,2026-07-23,경북,42000,이탈
C00356,이수아,,이수아@example.com,신규,온라인전시관,59A,2025-01-08,전북,85000,휴면
C00131,송은서,,user131@example.com,일반,블로그,102A,20241003,인천,-1,활성
C00268,조은서,01045947730,user268@example.com, 일반,광고(네이버),114A,2024-10-22,대전,85000,휴면
C00590,홍건우,01043417479,user590@example.com,신규,방문,102A,20260712,인천,120000,활성
C00464,홍선우,010-8489-2817,, 일반,광고(네이버),84B,2024-09-02,대전,42000,활성
C00280,한지민,,한지민@example.com,일반 ,전화문의,59B,2025-02-13,충북,42000,이탈
C00450,강현우,010.3525.2975,강현우@example.com,신규,SNS,102A,11-20-2025,부산,-1,활성
C00546,이동현,010-8938-7556,이동현@example.com,일반,SNS,84A,2026-12-04,강원,999999,활성
C00248,장시우,,user248@example.com,신규,지인소개,59A,06-20-2024,강원,120000,이탈
C00178,최지호,010.1197.6916,user178@example.com,VIP,SNS,114A,2026-07-12,대전,120000,활성
C00176,홍선우,010-3293-3017,user176@example.com,일반,SNS,74A,2024-04-09,울산,-1,이탈
C00416,정현우,010.3764.2060,user416@example.com,일반,온라인전시관,59B,20260704,경남,71000,이탈
C00532,홍태윤,010-1099-2058,user532@example.com,VIP,방문,59A,2026/03/07,광주,63000,이탈
C00311,장수아,010-1567-5660,장수아@example.com,신규,지인소개,74A,20240508,서울,71000,이탈
C00382,강선우,010.4433.8121,,일반,광고(네이버),114A,2025-01-04,대전,58000,활성
C00523,권예준,010-8171-3297,user523@example.com,일반 ,전화문의,114A,2024/03/27,대전,71000,활성
C00519,전나윤,,user519@example.com,VIP,전화문의,102A,2025-06-23,강원,95000,이탈
C00400,조민준,010-2431-9385,user400@example.com,일반,블로그 ,74A,2026-10-17,충남,95000,활성
C00386,윤예준,010-4546-8757,user386@example.com,일반,블로그,102A,20251228,전남,999999,활성
C00596,홍시우,010.7967.3461,user596@example.com,관심고객,전화문의,74A,2024-05-16,세종,42000,활성
C00083,정지호,01035042234,user83@example.com, 일반,블로그 ,84A,2026-10-15,충북,85000,활성
C00231,황시우,01026595192,황시우@example.com,신규,전화문의,74A,2025-01-04,경기,85000,활성
C00530,윤민준,010-8020-4990,user530@example.com,VIP,지인소개,74A,2025/05/07,Gyeonggi,999999,휴면
C00161,신은서,010-8080-7481,user161@example.com,Vip,광고(네이버),59B,2025-10-14,광주,63000,활성
C00062,임민준,010.1803.9138,임민준@example.com, 일반,방문,84B,20250421,대구,42000,활성
C00553,서서연,010-4450-4687,서서연@example.com,VVIP,지인소개,114A,2025-12-13,대전,35000,이탈
C00108,안승우,01059823697,안승우@example.com,일반,방문,74A,2026/05/28,세종,58000,활성
C00349,서하윤,010.8304.6826,서하윤@example.com,일반,방문,102A,2026-09-03,경북,999999,활성
C00321,오태윤,010-7332-4787,user321@example.com,신규,광고,74A,2025/10/18,제주,120000,이탈
C00250,한지우,010-9691-8780,user250@example.com,VIP,온라인전시관,84A,2024-11-20,울산,35000,활성
C00561,권동현,010.3641.2438,,일반 ,블로그,59A,2024-09-10,대전,95000,활성
C00491,황나윤,,황나윤@example.com,일반 ,SNS,59A,2025-10-17,광주,999999,이탈
C00393,박예준,01022602791,user393@example.com,일반,광고,102A,2024-08-05,제주,35000,활성
C00252,박도윤,01011202072,user252@example.com,vip,방문,114A,07-27-2026,전남,42000,활성
C00052,한도윤,010-1018-9889,한도윤@example.com,일반,블로그,59B,2026-06-20,경북,35000,활성
C00314,한수아,010-2974-4714,한수아@example.com,vip,SNS,59A,2025-09-02,대구,85000,이탈
C00516,최선우,01090051439,,일반,광고,84A,2025-04-08,제주,42000,휴면
C00186,임시윤,01090834201,user186@example.com,VIP,블로그,84A,2024-04-18,서울,35000,휴면
C00254,서선우,010-2036-1745,,일반,Blog,59A,2025-11-10,강원,120000,휴면
C00033,송동현,010-8140-8956,user33@example.com,일반,온라인전시관,102A,20260724,대구,999999,이탈
C00403,송은서,010.4047.7254,송은서@example.com,신규,블로그 ,59A,2025-10-10,경북,63000,활성
C00093,이현우,010-7142-4678,user93@example.com,일반,광고,114A,2026-11-11,대구,35000,활성
C00135,이현우,010.1924.3295,user135@example.com,일반,광고(네이버),74A,2026-10-25,충북,63000,활성
C00145,안시우,010-6807-5379,user145@example.com,VIP,온라인전시관,84A,2025-10-08,울산,71000,활성
C00073,임은서,010-2874-4522,user73@example.com,신규,방문,84A,2025-08-13,부산시,71000,활성
C00055,장하은,010-9318-5377,장하은@example.com,일반,전화문의,114A,2026-10-22,대구,120000,이탈
C00063,임동현,010.2476.5835,user63@example.com,Vip,SNS,59B,2024-03-26,충남,-1,이탈
C00109,홍건우 ,010-6131-7637,user109@example.com,일반 ,광고(네이버),59A,2024-02-02,세종,63000,이탈
C00236,이민준,010-9123-3709,user236@example.com, 일반,블로그 ,74A,2024/06/09,전북,95000,활성
C00057,황서연,010-2644-8213,user57@example.com,신규,블로그 ,59A,2026-03-14,대구,42000,휴면
C00053,장건우,010-8941-2989,user53@example.com,vip,광고(네이버),114A,2024-12-06,서울,42000,활성
C00297,장지민,010-2808-8460,user297@example.com,일반,광고(네이버),84A,06-01-2024,서울,71000,활성
C00327,윤선우,010-3196-9230,user327@example.com,Vip,온라인전시관,59B,2025/08/16,울산,35000,휴면
C00012,황주원,010-8744-4981,user12@example.com, 일반,SNS,59B,2024-02-22,전남,95000,휴면
C00584,임시윤,01035171717,user584@example.com,일반,SNS,84B,2026-05-25,충남,85000,휴면
C00074,정선우,010-2527-8075,정선우@example.com,Vip,온라인전시관,114A,2024-09-02,충북,42000,휴면
C00043,조지우,01040334138,user43@example.com,Vip,블로그 ,74A,2026-10-25,강원,42000,활성
C00141,오지우,010.3390.1265,user141@example.com,신규,광고(네이버),84B,20260710,울산,95000,이탈
C00436,강유진,010-9973-6353,user436@example.com,Vip,블로그,114A,20241121,대구,35000,휴면
C00474,박수아,010-7468-5320,user474@example.com,vip,SNS,84A,2026-08-24,대전,58000,이탈
C00409,권나윤,010-3821-5991,권나윤@example.com,Vip,광고,59B,2024-12-05,강원,58000,활성
C00194,홍우진,010-8848-1999,user194@example.com,일반,SNS,59B,2025-04-21,제주,63000,이탈
C00372,안유진,01021489849,안유진@example.com,VIP,SNS,102A,2025-02-19,충남,85000,활성
C00126,장유진,010-4164-3875,user126@example.com,일반 ,SNS,84B,2025-02-13,대전,58000,휴면
C00275,정준서,010-4633-7075,정준서@example.com,관심고객,블로그,102A,2025-07-20,강원,999999,활성
C00562,윤서준,010-5807-9750,user562@example.com,VIP,광고(네이버),84A,2026-06-17,충남,999999,이탈
C00153,신윤서,010-5123-5040,user153@example.com,관심고객,광고(네이버),59B,2025-02-05,전북,85000,이탈
C00114,김태윤,010.6992.7606,user114@example.com,VIP,SNS,59A,2026-09-07,강원,42000,휴면
C00335,권예준,010-5556-4401,,VIP,지인소개,59A,2026/06/02,강원,85000,활성
C00123,최지민,01032521084,user123@example.com,일반,블로그 ,84A,2026-04-25,충북,71000,활성
C00096,신민준,010.2402.9576,user96@example.com,VIP,Blog,84B,20260918,경기,85000,활성
C00184,황수아,01015797870,user184@example.com,일반,방문,84A,2026-06-09,충남,42000,이탈
C00076,송수아,010-2776-2710,user76@example.com,VIP,지인소개,74A,2026-05-11,대전,58000,이탈
C00571,서민준,010.7962.9754,user571@example.com,일반,Blog,102A,2026-01-20,대전,-1,활성
C00504,김하윤,,김하윤@example.com,vip,지인소개,84A,2026-02-11,강원,120000,활성
C00586,황선우,01075412195,user586@example.com,신규,SNS,84A,2026/05/07,광주,999999,활성
C00376,정시윤,,user376@example.com,VIP,블로그 ,102A,08-20-2024,대구,35000,활성
C00381,김건우,01025676929,user381@example.com,신규,방문,74A,2024-04-04,경남,120000,활성
C00013,이선우,01065592790,user13@example.com,일반,방문,84B,20250314,울산,42000,휴면
C00502,윤준서,010-7158-4363,윤준서@example.com,VIP,블로그,74A,2024/02/12,대구,71000,휴면
C00446,이은서,01090772843,user446@example.com,VIP,온라인전시관,59A,2024-05-06,제주,71000,이탈
C00041,장건우,01076589004,user41@example.com,Vip,블로그 ,102A,2026-08-15,인천,71000,활성
C00279,전윤서,010-4985-6565,user279@example.com,vip,블로그 ,84B,2024-08-04,전북,63000,활성
C00363,장윤서,010-3860-3476,,일반,지인소개,74A,04-16-2026,경기,58000,이탈
C00317,박윤서,010-2467-2843,박윤서@example.com,일반,온라인전시관,74A,2024-06-12,서울,58000,활성
C00551,한하은,010-9515-4639,user551@example.com,일반,블로그,84B,2025-06-05,강원,63000,휴면
C00458,김태윤,010.7418.1834,user458@example.com,VIP,광고,102A,2026-07-14,강원,35000,휴면
C00304,한시윤,01036272128,user304@example.com,신규,전화문의,114A,2025-09-12,제주,95000,활성
C00395,전선우,010.5982.3161,user395@example.com,VIP,전화문의,59B,2025-06-10,경기도,120000,활성
C00410,정예준,010-1308-8934,user410@example.com,VIP,방문,59A,2024-11-17,경남,42000,활성
C00006,서나윤,010.5040.9830,서나윤@example.com,Vip,광고(네이버),84A,2026/07/12,제주,120000,활성
C00423,전예준,010-6531-3781,전예준@example.com,신규,온라인전시관,59A,2025-11-28,제주,95000,활성
C00459,서준서,010-8993-4799,user459@example.com,신규,블로그,84A,06-18-2026,전남,120000,활성
C00404,김시우,010.8742.3034,user404@example.com,일반,지인소개,84A,20261108,경남,42000,이탈
C00048,윤승우,010-4241-7965,user48@example.com,신규,방문,102A,2024/05/27,대전,71000,이탈
C00105,박동현,010.6692.2063,user105@example.com,VVIP,전화문의,114A,2024-12-23,대전,85000,이탈
C00166,윤건우,010-9115-9369,user166@example.com,관심고객,광고,74A,2026-06-18,경기,120000,이탈
C00541,신하윤,010-8970-3981,user541@example.com,신규,광고(네이버),114A,2024/03/07,광주,71000,휴면
C00284,안은서,010.7216.2650,,일반,광고(네이버),114A,2025-03-18,세종,120000,이탈
C00134,조승우,,조승우@example.com,vip,SNS,84B,04-07-2024,경기,35000,활성
C00322,김서연,010-7445-3572,user322@example.com,일반,온라인전시관,74A,2026-05-08,제주,71000,활성
C00526,최동현,010-1721-7810,최동현@example.com,일반 ,온라인전시관,74A,2026-11-07,전북,95000,활성
C00442,서유진,010.1962.1853,user442@example.com,VVIP,방문,84A,2025-10-22,Gyeonggi,999999,휴면
C00486,장가은,010.4485.9361,user486@example.com,VIP,지인소개,102A,2026-10-03,전북,42000,활성
C00307,홍유진 ,010-5765-6903,,vip,블로그 ,114A,2024-08-26,충남,-1,휴면
C00324,전시우,01083599883,user324@example.com,일반,지인소개,84B,2026/11/26,강원,-1,활성
C00061,임선우,010.5901.7951,user61@example.com,신규,전화문의,59B,08-04-2025,충남,999999,활성
C00145,안시우,010-6807-5379,user145@example.com,VIP,온라인전시관,84A,2025-10-08,울산,71000,활성
C00065,박동현,010-7038-5295,user65@example.com,일반 ,온라인전시관,59A,04-16-2026,충북,999999,활성
C00435,강승우,010.7656.1555,user435@example.com,일반 ,광고,114A,2025-08-24,충북,95000,활성
C00585,최승우,01092551358,user585@example.com,관심고객,전화문의,102A,2024-05-02,경기,63000,휴면
C00051,황수아,010-3634-6403,user51@example.com,Vip,블로그 ,74A,2026-07-27,경기,85000,활성
C00119,조지민,01020203262,user119@example.com,신규,온라인전시관,102A,2025-09-13,대전,120000,이탈
C00560,서건우,010-2047-9501,서건우@example.com, 일반,방문,102A,2024-03-28,대전,35000,이탈
C00082,최지호,01060836562,user82@example.com,일반,지인소개,59A,2026-11-04,광주,85000,활성
C00265,서승우,010-6653-8976,user265@example.com,VVIP,광고(네이버),59A,2026/03/15,제주,71000,활성
C00449,조태윤,010-1909-2158,user449@example.com,VIP,SNS,74A,2024-04-25,인천,35000,활성
C00207,장예준,01072497052,user207@example.com,신규,블로그,74A,20250809,Gyeonggi,42000,활성
C00089,윤시우,010-9317-9843,user89@example.com,vip,온라인전시관,114A,2026-03-20,대전,58000,이탈
C00588,장태윤,010-4440-9758,장태윤@example.com,VIP,온라인전시관,102A,06-11-2026,세종,58000,휴면
C00200,송유진,010.3872.7199,송유진@example.com,Vip,전화문의,59B,2024-12-01,전북,999999,활성
C00326,신지민,01054853489,user326@example.com,VIP,지인소개,59B,2024-10-20,울산,999999,활성
C00066,박채원,01076892911,박채원@example.com,VIP,블로그,74A,02-04-2025,대구,95000,휴면
C00027,강우진 ,01059785700,user27@example.com,일반,광고(네이버),84B,2026-06-15,광주,-1,휴면
C00296,송지민,01073857199,user296@example.com,일반,광고,84A,2026-04-17,세종,71000,이탈
C00411,이예준,01030284365,,VIP,온라인전시관,59A,2024-03-28,세종,999999,활성
C00027,강우진,01059785700,user27@example.com,일반,광고(네이버),84B,2026-06-15,광주,-1,휴면
C00425,홍서준,01022349779,user425@example.com,일반,전화문의,59A,2025-10-13,인천,999999,활성
C00202,김윤서,010-2770-1020,user202@example.com,일반,블로그 ,102A,2025-03-14,전북,85000,이탈
C00330,서다은,010.8201.7521,서다은@example.com, 일반,전화문의,84A,2024-07-10,경기,58000,휴면
C00316,송현우,010-3136-3209,user316@example.com,신규,방문,84A,11-19-2025,제주,63000,활성
C00099,황윤서,010.1783.6438,user99@example.com,VIP,온라인전시관,84A,2025-12-15,전북,85000,활성
C00201,강우진,01027059129,user201@example.com,일반,광고,59B,2025-06-06,인천,85000,휴면
C00285,한수아,010-7099-6981,user285@example.com,일반,블로그 ,59B,2026-03-19,부산,63000,이탈
C00490,김지호,010-6862-4137,김지호@example.com,일반 ,광고(네이버),102A,20251208,충남,35000,활성
C00221,임태윤,010-5813-2599,user221@example.com,VIP,전화문의,102A,2026-03-22,인천,63000,활성
C00293,강민준,010.8801.8654,user293@example.com,신규,블로그 ,59B,2026-09-06,경북,999999,휴면
C00088,임건우,010-9624-2531,user88@example.com,신규,온라인전시관,59A,2025-05-06,충북,120000,활성
C00172,송소율,010-1793-1752,user172@example.com,vip,블로그 ,59A,2024-03-15,전남,63000,활성
C00163,전도윤,01058732388,user163@example.com,일반,광고,59B,2025-02-06,대구,-1,휴면
C00308,오동현,010.1666.2153,오동현@example.com,VIP,방문,84B,20240224,광주,63000,이탈
C00154,서동현,010-8587-2290,서동현@example.com,관심고객,방문,84A,2025-03-13,강원,120000,이탈
C00420,이서연,010-3689-9052,user420@example.com,VIP,전화문의,102A,08-25-2025,경남,-1,이탈
C00387,전시우,010-3569-5453,전시우@example.com,Vip,Blog,59A,2025-09-13,부산,63000,활성
C00419,조서준,010-6629-9856,user419@example.com, 일반,블로그,84A,2024-07-15,전북,120000,휴면
C00558,서윤서,,user558@example.com,VIP,광고,59A,2025-11-22,울산,35000,이탈
C00481,홍지우,010-1381-6569,,VIP,SNS,59A,2026-06-13,부산,-1,활성
C00405,오소율,010.8799.2959,user405@example.com,신규,광고(네이버),59A,20250319,경북,58000,활성
C00079,신도윤,01060531744,user79@example.com,일반,광고(네이버),59A,2024-04-10,대구,71000,활성
C00014,송도윤,01025284872,user14@example.com,일반,블로그 ,84A,2024/07/02,전북,71000,휴면
C00008,장하은,010.8433.1053,user8@example.com,신규,지인소개,84B,2024-11-10,제주,999999,활성
C00518,신가은,010-6084-4325,신가은@example.com,일반,방문,59A,2024-08-03,울산,-1,활성
C00542,권채원,010-2307-5802,권채원@example.com,일반,광고,74A,2024-06-01,경남,120000,활성
C00563,안주원,01016014081,user563@example.com,일반,방문,59B,2026-09-07,세종,58000,이탈
C00003,홍윤서,010.7201.2291,홍윤서@example.com,일반 ,광고(네이버),114A,2025-10-07,경기,71000,활성
C00124,박채원,010-1611-3868,user124@example.com,VVIP,지인소개,59A,2025-08-06,강원,35000,활성
C00345,조지우,010-6363-3347,조지우@example.com,일반 ,Blog,102A,20240424,제주,42000,활성
C00213,한가은,01026094734,한가은@example.com,일반,블로그 ,114A,2025-05-24,인천,63000,휴면
C00178,최지호,010-5696-7568,user178@example.com,VIP,SNS,114A,2026-07-12,대전,120000,활성
C00408,한승우,010-4622-4087,한승우@example.com,일반,블로그 ,59A,2024-03-01,강원,85000,활성
C00056,황수아,01062724090,user56@example.com,관심고객,SNS,59B,2025-01-11,전북,95000,활성
C00591,권하윤,010-3955-5621,권하윤@example.com,일반,지인소개,59B,2025/11/20,인천,95000,활성
C00158,최민준,010.4621.8303,user158@example.com,일반,블로그 ,114A,2026-10-23,충남,35000,휴면
C00136,정선우,010-3869-7999,user136@example.com,VIP,온라인전시관,102A,2026-07-26,전남,95000,활성
C00338,홍승우,010.6185.5254,홍승우@example.com,VVIP,지인소개,84B,2026-08-17,경남,120000,활성
C00451,황은서,010-7931-2478,황은서@example.com, 일반,온라인전시관,84B,2024-07-21,경기,120000,활성
C00138,장주원,01070792514,user138@example.com,VIP,전화문의,84A,2026/10/20,광주,999999,이탈
C00031,안준서,010.5681.4841,user31@example.com,일반,온라인전시관,84B,03-05-2024,대구,63000,활성
C00260,황은서,010-2783-3879,user260@example.com,일반 ,전화문의,114A,2024-09-07,인천,42000,활성
C00506,신채원,010.4098.9773,, 일반,지인소개,74A,2024-01-21,대구,-1,이탈
C00401,신수아,010-6047-8300,,일반,블로그 ,102A,08-10-2025,전남,95000,활성
C00192,오선우,010-5240-2228,user192@example.com,VIP,방문,102A,2025-03-03,충북,42000,활성
C00114,김태윤,010-8548-5226,user114@example.com,VIP,SNS,59A,2026-09-07,강원,42000,휴면
C00566,한채원,010.3397.4698,user566@example.com,VIP,광고,84A,2024-07-04,Busan,71000,이탈
C00203,서도윤,010-4695-3664,서도윤@example.com,VIP,블로그,74A,2024-06-09,인천,85000,활성
C00550,장도윤,010.4082.2902,user550@example.com,VIP,온라인전시관,84A,2026-12-01,광주,95000,휴면
C00402,전우진,010-9606-6495,user402@example.com,VVIP,광고(네이버),114A,2025-02-01,세종,95000,활성
C00435,강승우 ,010-1917-4586,user435@example.com,일반 ,광고,114A,2025-08-24,충북,95000,활성
C00331,권예준,010-9952-3216,권예준@example.com,일반,온라인전시관,84A,2024-03-15,광주,120000,활성
C00540,조승우,,조승우@example.com,VIP,블로그 ,59A,2024-02-25,제주,95000,활성
C00465,오하윤,01091652626,오하윤@example.com,vip,온라인전시관,74A,20240228,seoul,85000,활성
C00212,황서연,010-7581-1635,user212@example.com,VVIP,온라인전시관,102A,2024-01-24,세종,85000,활성
C00238,홍우진,010.8474.6584,user238@example.com,일반 ,블로그,114A,2024-08-11,경남,85000,휴면
C00468,이채원,010-5845-7869,이채원@example.com,VVIP,Blog,114A,2025-12-24,충남,35000,활성
C00407,강건우,010.5932.5447,user407@example.com,VIP,Blog,84B,20250301,충남,120000,휴면
C00180,박채원,01060772294,user180@example.com, 일반,지인소개,84B,2025-07-19,인천,71000,휴면
C00144,김건우,010.5501.9777,,VIP,Blog,114A,2026-11-14,대전,42000,활성
C00589,홍서준,010.6824.4592,,VIP,전화문의,59A,2026-11-28,부산,95000,활성
C00241,정준서,01080918912,user241@example.com,Vip,광고(네이버),59B,2026-03-04,충북,-1,휴면
C00531,한시우,010.9533.7797,user531@example.com, 일반,블로그,59B,06-11-2026,경기,63000,활성
C00101,임은서,010-6759-8325,user101@example.com,Vip,온라인전시관,84B,2025-05-21,Gyeonggi,95000,활성
C00059,신도윤,010-3725-5906,신도윤@example.com,VIP,온라인전시관,114A,2024-05-12,대구,63000,이탈
C00552,권시우,010.1562.6245,user552@example.com,신규,광고,74A,2026-10-16,광주,120000,활성
C00283,안윤서,010-9613-7933,user283@example.com,신규,블로그,84B,2025-07-28,대전,120000,활성
C00233,서은서,010-7909-3732,user233@example.com,VIP,블로그,114A,2024-02-14,경남,999999,휴면
C00398,김시윤,010.5842.8764,user398@example.com, 일반,광고(네이버),102A,2024-10-24,경북,85000,활성
C00115,안은서,010-2946-3108,안은서@example.com,일반,온라인전시관,114A,2025-09-12,광주,999999,이탈
C00109,홍건우,010.3526.3804,user109@example.com,일반 ,광고(네이버),59A,2024-02-02,세종,63000,이탈
C00216,김지호,010.8775.6730,user216@example.com,VIP,전화문의,102A,2026/02/10,대전,999999,활성
C00537,황채원,01079475043,user537@example.com,신규,블로그,114A,2025-11-23,대구,71000,이탈
C00579,조준서,01092303968,조준서@example.com,일반 ,광고(네이버),102A,20260308,경기,58000,휴면
C00342,송나윤,010.1917.9537,user342@example.com,관심고객,온라인전시관,84B,2026-01-07,충북,85000,활성
C00034,김승우,,user34@example.com,vip,SNS,59B,2025-03-02,충북,63000,휴면
C00455,장지우,010.4032.2281,장지우@example.com,일반 ,광고,84A,2026-01-01,seoul,120000,휴면
C00103,전서연,010-7095-8273,user103@example.com,관심고객,지인소개,84B,2025-07-11,울산,42000,활성
C00509,오윤서,010.8282.9500,user509@example.com,일반,광고(네이버),59A,2025-09-20,경북,120000,휴면
C00520,강지민,01085017302,user520@example.com,Vip,광고(네이버),59A,2025/12/02,세종,-1,활성
C00422,전서연,010-1440-6591,user422@example.com,VIP,SNS,74A,2025/07/12,울산,63000,활성
C00548,송지호,010-2465-2728,user548@example.com,Vip,블로그,59B,2025-07-25,세종,120000,활성
C00092,최유진,010-3626-5469,최유진@example.com,VVIP,Blog,59B,2025-02-08,충남,35000,휴면
C00107,서유진,010.2208.3053,서유진@example.com,vip,광고,84A,2025-11-17,대전,58000,휴면
C00090,강시윤,010.4891.8277,user90@example.com, 일반,블로그 ,59B,2026-04-10,경남,63000,활성
C00102,안동현,,안동현@example.com,일반 ,광고(네이버),102A,01-05-2025,충남,85000,휴면
C00291,권지민,010-4844-5122,user291@example.com,일반,지인소개,84A,2024-02-03,경남,-1,활성
C00586,황선우,010-8172-9344,user586@example.com,신규,SNS,84A,2026/05/07,광주,999999,활성
C00292,김하은,010-5300-3544,user292@example.com,vip,SNS,74A,2024-04-24,대구,58000,이탈
C00391,정지우,010.4437.4693,user391@example.com,일반,전화문의,84B,20260709,충남,120000,휴면
C00447,전주원,010-3958-7822,user447@example.com,일반,블로그 ,102A,2024-06-01,부산,999999,활성
C00167,조지민,010-5877-1528,user167@example.com,일반,온라인전시관,114A,2024-08-28,울산,63000,이탈
C00182,강수아,010.2934.1480,user182@example.com, 일반,SNS,74A,2026-02-09,인천,120000,휴면
C00383,황다은,01063407865,user383@example.com,Vip,온라인전시관,59B,06-08-2024,전남,63000,휴면
C00597,정하은,010-8838-2102,user597@example.com,관심고객,SNS,102A,2025-03-03,대구,58000,휴면
C00574,최민준,010-1145-2660,user574@example.com,신규,방문,59A,2026-09-05,경남,35000,활성
C00375,황건우,010.1268.1606,황건우@example.com,VIP,온라인전시관,114A,01-13-2026,제주,120000,이탈
C00570,박시윤,010-2385-5683,user570@example.com, 일반,블로그,84A,20260924,제주,-1,활성
C00344,오은서,010.3867.2838,오은서@example.com, 일반,블로그,114A,2024-02-15,경남,-1,활성
C00536,신현우,010-2167-7697,신현우@example.com,VVIP,광고,84A,2026-03-07,세종,85000,이탈
C00437,조채원,01050899460,user437@example.com,일반 ,광고(네이버),102A,2025-06-15,대구,71000,활성
C00539,신하윤,010.9735.7271,신하윤@example.com,Vip,SNS,114A,2026-02-04,충남,58000,활성
C00361,임우진,010-8681-8438,user361@example.com,관심고객,온라인전시관,84A,05-10-2025,강원,999999,활성
C00421,전준서,010-7412-5315,user421@example.com,관심고객,SNS,84B,2026-06-25,충북,35000,활성
C00424,김유진,010-7394-6282,, 일반,블로그 ,59A,2026-11-07,제주,85000,활성
C00467,오민준,010-9476-2140,user467@example.com,일반,온라인전시관,84A,2024-07-02,경기,58000,이탈
C00572,강예준,010-1834-7925,user572@example.com,일반,지인소개,74A,06-22-2024,부산시,71000,활성
C00128,강현우,010.6095.2923,user128@example.com,일반,광고(네이버),59B,03-16-2024,충남,95000,이탈
C00515,홍소율,010-7400-2043,홍소율@example.com,일반,블로그 ,59A,2025-10-15,강원,42000,활성
C00315,윤시우,010-8300-9269,user315@example.com,일반,SNS,74A,2025-03-05,경남,999999,활성
C00310,강건우,010.6163.6319,강건우@example.com,일반,SNS,114A,06-20-2026,광주,95000,이탈
C00017,안지우,010-4910-5351,안지우@example.com,VIP,전화문의,84A,2025-02-01,부산,-1,활성
C00373,서서연,010-9759-6571,user373@example.com,일반 ,블로그 ,114A,2025/11/07,전북,63000,활성
C00380,정주원,010-4919-3859,user380@example.com,관심고객,지인소개,102A,2025-10-03,강원,85000,휴면
C00576,조도윤,01064261517,,vip,방문,84A,2026-05-04,경남,58000,활성
C00196,오하은,010.5060.4951,user196@example.com,신규,블로그,114A,2024-10-28,전북,85000,활성
C00215,강주원,010-1541-8478,강주원@example.com,VVIP,온라인전시관,102A,2024-05-12,제주,95000,활성
C00357,서현우,010-3278-4083,user357@example.com,일반 ,온라인전시관,114A,2025-03-10,대구,58000,활성
